,R_PFK,R_PFL,R_PGI,R_PGK,R_PGL,R_ACALD,R_AKGt2r,R_PGM,R_PIt2r,R_ALCD2x,R_ACALDt,R_ACKr,R_PPC,R_ACONTa,R_ACONTb,R_ATPM,R_PPCK,R_ACt2r,R_PPS,R_ADK1,R_AKGDH,R_ATPS4r,R_PTAr,R_PYK,R_BIOMASS_Ecoli_core_w_GAM,R_PYRt2,R_CO2t,R_RPE,R_CS,R_RPI,R_SUCCt2_2,R_CYTBD,R_D_LACt2,R_ENO,R_SUCCt3,R_ETOHt2r,R_SUCDi,R_SUCOAS,R_TALA,R_THD2,R_TKT1,R_TKT2,R_TPI,R_EX_ac_e,R_EX_acald_e,R_EX_akg_e,R_EX_co2_e,R_EX_etoh_e,R_EX_for_e,R_EX_fru_e,R_EX_fum_e,R_EX_glc__D_e,R_EX_gln__L_e,R_EX_glu__L_e,R_EX_h_e,R_EX_h2o_e,R_EX_lac__D_e,R_EX_mal__L_e,R_EX_nh4_e,R_EX_o2_e,R_EX_pi_e,R_EX_pyr_e,R_EX_succ_e,R_FBA,R_FBP,R_FORt2,R_FORt,R_FRD7,R_FRUpts2,R_FUM,R_FUMt2_2,R_G6PDH2r,R_GAPD,R_GLCpts,R_GLNS,R_GLNabc,R_GLUDy,R_GLUN,R_GLUSy,R_GLUt2r,R_GND,R_H2Ot,R_ICDHyr,R_ICL,R_LDH_D,R_MALS,R_MALt2_2,R_MDH,R_ME1,R_ME2,R_NADH16,R_NADTRHD,R_NH4t,R_O2t,R_PDH
ssw__glc_ale2__1,0.64394486,0.9595846,0.9745735,0.963006,0.9141257,0.96398044,0.9497288,0.971437,0.95610934,0.96706706,0.5161008,0.9512253,0.99239,0.94982046,0.9702514,0.9789235,0.99897176,0.9534252,0.99299973,0.93042976,0.9768989,0.985039,0.9543,0.9839131,0.9985075,0.9680833,0.9605092,0.6579972,0.98222333,0.6337782,0.961926,0.9769188,0.94598055,0.9827534,0.9599751,0.94625956,0.6608786,0.9690637,0.9836461,0.9689402,0.98752385,0.99097914,0.94882613,0.2326149,0.0,0.2326149,0.0,0.2326149,0.64874524,0.29193485,0.31475896,0.2919189,0.3990232,0.401789,0.62001085,0.29648215,0.2326149,0.31530693,0.2943938,0.52401173,0.2326149,0.22364588,0.22667475,0.9821138,0.9505299,0.9895245,0.52800703,0.662126,0.96641546,0.9412659,0.9558762,0.9780786,0.9999322,0.941798,0.9613102,0.9573727,0.9729873,0.93673056,0.9398531,0.75376916,0.95218176,0.72252,0.9822891,0.81073374,0.95324785,0.93330914,0.8445893,0.96953,0.76948535,0.93458843,0.9299455,0.8308976,0.5167803,0.955382,0.9574444
ssw__glc_ale3__1,0.6551118,0.9614234,0.9755122,0.9659216,0.91604954,0.9665919,0.94904345,0.9734332,0.9566191,0.9686609,0.4200965,0.9534716,0.9888166,0.9480009,0.9674623,0.9779714,0.99699056,0.9531074,0.9907796,0.9264205,0.972999,0.9832639,0.95632094,0.9825656,0.9960081,0.9676644,0.87869155,0.54566103,0.97977823,0.49922863,0.96252996,0.9756843,0.94736063,0.98204535,0.96120733,0.9476408,0.62706625,0.9715903,0.98478067,0.9662057,0.98993313,0.99325275,0.95096034,0.23358259,0.0,0.23358259,0.0,0.23358259,0.6545755,0.28292236,0.30944315,0.28291237,0.43288064,0.37183723,0.59934086,0.24104819,0.23358259,0.30998743,0.2390332,0.46976444,0.23358259,0.22457625,0.22761771,0.9849968,0.9528593,0.991718,0.53452766,0.65188223,0.946056,0.9410756,0.9576956,0.9769569,0.999932,0.94191,0.9633663,0.9572414,0.9674123,0.9370897,0.9365574,0.63518214,0.86308,0.5821646,0.858862,0.7043715,0.9510104,0.9196993,0.7631238,0.734424,0.64278984,0.83115864,0.8160153,0.6253694,0.42072678,0.95779365,0.95845395
ssw__glyc_ale1__1,0.6380652,0.9556128,0.97019035,0.96071535,0.9106169,0.95906425,0.9485607,0.9632736,0.9529929,0.96294534,0.6009509,0.9498359,0.99013704,0.9485488,0.9701009,0.9777318,0.99929976,0.95210963,0.9920468,0.9386421,0.9770614,0.98301536,0.95409894,0.97993994,0.99627405,0.9654897,0.9621496,0.7037717,0.9799618,0.6569675,0.9620223,0.9739939,0.94460005,0.9747856,0.9598918,0.94487655,0.81206506,0.9717321,0.98152936,0.96885955,0.9852712,0.98764247,0.94380635,0.23222065,0.0,0.23222065,0.0,0.23222065,0.5778512,0.20049733,0.36204022,0.20047942,0.40090114,0.37819132,0.60277903,0.33787823,0.23222065,0.36258528,0.33573374,0.56482524,0.23222065,0.22326683,0.22629055,0.9796575,0.9490899,0.9864887,0.43837354,0.7123376,0.8800036,0.9417414,0.9552189,0.9759693,0.99993235,0.93930453,0.9622073,0.9567805,0.97035944,0.9390181,0.9428316,0.83731127,0.9529849,0.92305595,0.98530906,0.93375045,0.95594305,0.93777674,0.93016374,0.97125465,0.83936024,0.9344347,0.92943364,0.8760469,0.60167897,0.9551274,0.9565657
ssw__glyc_ale2__1,0.6347926,0.9532855,0.9705923,0.9594322,0.9087979,0.9567945,0.94681334,0.9643484,0.9515588,0.9606528,0.5548221,0.94744444,0.98888355,0.9478454,0.9694908,0.97670525,0.9999325,0.95064384,0.99112034,0.9355758,0.976346,0.9823756,0.95205694,0.9786245,0.99561375,0.96427494,0.9590253,0.6707241,0.97996616,0.6379285,0.96055955,0.9722039,0.94282997,0.9760007,0.9583803,0.94310784,0.86406016,0.9692983,0.9819112,0.9674942,0.98441,0.98686904,0.94267714,0.23168693,0.0,0.23168693,0.0,0.23168693,0.51637,0.23741287,0.37624443,0.237395,0.39661962,0.37281084,0.57192844,0.3159048,0.23168693,0.37678626,0.31380695,0.54244137,0.23168693,0.22275369,0.22577047,0.97833276,0.94712096,0.9833839,0.37343007,0.7030573,0.9338213,0.9416233,0.9537539,0.9752147,0.9977652,0.9374137,0.9596644,0.95465297,0.9693697,0.93442863,0.94049394,0.8620973,0.95089394,0.86598337,0.9835903,0.9313007,0.95459545,0.93611765,0.929965,0.9708583,0.81568646,0.9324439,0.9265552,0.88414365,0.5555247,0.9522197,0.9533748
ssw__xyl_ale1__1,0.64101195,0.9588259,0.9731674,0.9626583,0.91379756,0.9658493,0.9502768,0.968861,0.9557883,0.9684706,0.55880517,0.9507548,0.9911043,0.9490836,0.96942866,0.9787885,0.9987272,0.95278853,0.9923452,0.9391163,0.9761951,0.9848976,0.95423263,0.9822902,0.99724126,0.9666002,0.96087754,0.65524393,0.9808003,0.6280548,0.96178186,0.97630066,0.94533294,0.9794936,0.95947725,0.9456098,0.7119248,0.96975935,0.98443747,0.9694944,0.988469,0.99073577,0.94820523,0.23252177,0.0,0.23252177,0.0,0.23252177,0.6315804,0.22720546,0.34686747,0.22718753,0.4073588,0.36575645,0.62213093,0.31802112,0.23252177,0.34740928,0.31590575,0.545362,0.23252177,0.22355634,0.22658399,0.9824615,0.9489761,0.9880587,0.5048612,0.6506825,0.91756815,0.9409528,0.955115,0.9761632,0.9999323,0.9406162,0.9608795,0.9563839,0.97009194,0.9376881,0.9403054,0.7654565,0.9525694,0.8222668,0.98318857,0.9302803,0.95553535,0.9360468,0.89459187,0.971556,0.8353813,0.9360767,0.9316368,0.92694193,0.5595103,0.95568275,0.9579873
ssw__xyl_ale2__1,0.62361455,0.95229423,0.96536255,0.95771074,0.90760183,0.9609689,0.9501893,0.9603252,0.9527702,0.96334445,0.5739776,0.94516575,0.9900102,0.9475847,0.9694264,0.9764186,0.9999329,0.9501577,0.9897693,0.9360349,0.978184,0.9845463,0.9499108,0.9784664,0.99497056,0.9627955,0.95563537,0.7122747,0.9816179,0.6572291,0.96106964,0.9689307,0.94197863,0.9726273,0.9587079,0.9420774,0.95897454,0.96954286,0.9778424,0.9672483,0.98074114,0.9825638,0.93911934,0.23051162,0.0,0.23051162,0.0,0.23051162,0.5603386,0.21511126,0.42233574,0.21509546,0.4170417,0.3150388,0.6325933,0.32487258,0.23051162,0.42288864,0.32277155,0.5502106,0.23051162,0.22162369,0.22462516,0.97384566,0.94373804,0.9828225,0.4200886,0.7357514,0.88756895,0.9412263,0.9529656,0.9734211,0.99675167,0.9321192,0.9598592,0.9539431,0.9692605,0.93167096,0.94040483,0.89870995,0.9477032,0.9194044,0.98194176,0.929641,0.95265365,0.9352885,0.9287682,0.9698845,0.8579866,0.92830807,0.9232806,0.9348916,0.57468843,0.9477387,0.9486214
ssw__xyl_ale3__1,0.6271236,0.95334095,0.9688187,0.96130264,0.9103577,0.959738,0.95018595,0.9632653,0.95441043,0.9631901,0.5680091,0.95002156,0.99245423,0.94860154,0.96944255,0.97804594,0.99993265,0.9520457,0.9917571,0.94109935,0.97638035,0.9861364,0.9523903,0.9826051,0.99654794,0.9647943,0.95960134,0.7707786,0.98014724,0.6888822,0.96085703,0.9730828,0.94331753,0.972857,0.9582229,0.9435948,0.8369359,0.9689474,0.9808226,0.97024465,0.98414594,0.98606306,0.94263625,0.23119596,0.0,0.23119596,0.0,0.23119596,0.56844676,0.2176294,0.39485618,0.2176096,0.4323078,0.38068557,0.6331048,0.3221949,0.23119596,0.39540875,0.32008365,0.5482098,0.23119596,0.22228163,0.22529203,0.97666353,0.9453456,0.98431826,0.4285884,0.7040272,0.9411013,0.9391307,0.9537984,0.975499,0.9992276,0.9369759,0.96157,0.95430547,0.9677532,0.9348429,0.9427511,0.8676775,0.9524378,0.8542734,0.98419344,0.9272674,0.9545392,0.935344,0.9285686,0.971536,0.92978066,0.9327891,0.92841214,0.97505933,0.5687181,0.95042956,0.95392126
ssw__glc_ac_ac2__1,0.63307965,0.9558723,0.8991358,0.95284843,0.904391,0.95207363,0.94851273,0.95573753,0.94997907,0.9552798,0.40174854,0.94558394,0.98455954,0.950308,0.97555333,0.97525406,0.99993265,0.9503219,0.98935694,0.9367422,0.9799643,0.97971064,0.95318925,0.9748954,0.992476,0.96304363,0.9530525,0.51975137,0.9834895,0.4827593,0.9650351,0.96421075,0.9419042,0.96986026,0.9623778,0.9412681,0.9695075,0.9771881,0.96840376,0.962253,0.9730506,0.97610813,0.9325848,0.23131919,0.0,0.23131919,0.0,0.23131919,0.42293158,0.19632457,0.4521519,0.19630674,0.40758428,0.22726093,0.596363,0.22925836,0.23131919,0.45269287,0.2273501,0.45586735,0.23131919,0.22240013,0.22541212,0.96775776,0.94477946,0.98109376,0.2970976,0.9411056,0.80950916,0.9470741,0.95414835,0.97164565,0.9900862,0.9329415,0.96162677,0.95797676,0.9694124,0.9354363,0.9422727,0.97660947,0.9450628,0.95224005,0.98790246,0.9525968,0.9578935,0.94636863,0.9326522,0.9681442,0.7364287,0.9086633,0.8190326,0.61454594,0.40236482,0.94828683,0.94854045
ssw__glc_ac_glc1__1,0.63126045,0.95588017,0.96928793,0.9595902,0.9104866,0.9616932,0.9502952,0.96753407,0.9528367,0.9649926,0.6186265,0.9462082,0.99037373,0.9475811,0.96929383,0.97631913,0.99741286,0.95135266,0.99154425,0.93678033,0.97649175,0.98223144,0.9520808,0.98057085,0.9969407,0.96594685,0.9605663,0.69143474,0.979803,0.6802371,0.96020323,0.9738511,0.9442937,0.97677946,0.9589176,0.94457144,0.72364473,0.96908754,0.97957486,0.9705398,0.9829853,0.98586214,0.94226205,0.23160052,0.0,0.23160052,0.0,0.23160052,0.63189334,0.25591028,0.22937448,0.29601458,0.44849575,0.4223706,0.59114426,0.3457134,0.23160052,0.22992405,0.34355682,0.57200277,0.23160052,0.2226706,0.22568627,0.9776683,0.9478212,0.98660016,0.5066404,0.6229079,0.9630165,0.93926626,0.95335054,0.9765215,0.9999325,0.93988526,0.96207017,0.95664597,0.9708612,0.93777823,0.9423077,0.8780464,0.9521502,0.93733585,0.9851816,0.9310843,0.9546104,0.93490344,0.88346267,0.97059536,0.87132865,0.9336377,0.9285468,0.9758093,0.61936253,0.95288235,0.95466
ssw__glc_ac_glc2__1,0.661746,0.96302676,0.9774536,0.96754605,0.91654325,0.9671527,0.94865406,0.97380126,0.9555815,0.96872,0.335302,0.9534483,0.98625344,0.9468158,0.96693397,0.9769459,0.99736106,0.9527539,0.9901125,0.866879,0.9733397,0.9817281,0.9568177,0.9821515,0.9957556,0.9679855,0.7938014,0.48921144,0.9776262,0.46222,0.9629766,0.9741464,0.9478212,0.9816699,0.9620575,0.94810015,0.66521776,0.9732714,0.9863257,0.966348,0.9913527,0.99510545,0.95327973,0.23426369,0.0,0.23426369,0.0,0.23426369,0.6190112,0.29602894,0.31172612,0.32728484,0.40036243,0.35719618,0.5711109,0.17808133,0.23426369,0.31226194,0.17614679,0.40768924,0.23426369,0.22523108,0.22828142,0.9880455,0.9537232,0.99165374,0.48608887,0.74062926,0.97060037,0.94273597,0.9585656,0.9784309,0.99993175,0.9449134,0.9618106,0.95700634,0.9665848,0.9130715,0.9388408,0.6486717,0.86719203,0.5411173,0.8652555,0.7827821,0.95330983,0.93419707,0.7692602,0.71197015,0.60314745,0.7773336,0.76913184,0.55750084,0.335888,0.95921785,0.960448
ssw__glc_glyc_glc__1,0.63025564,0.9559181,0.9721964,0.9592248,0.91035604,0.96081185,0.94869226,0.9630983,0.95253795,0.96414244,0.6234697,0.94691306,0.99168646,0.94737864,0.96924824,0.9760679,0.99993265,0.9505725,0.99216,0.93562555,0.9776985,0.98192066,0.9512164,0.98108846,0.9979811,0.9658998,0.9612953,0.71743286,0.97974515,0.70946014,0.9601739,0.97289187,0.94319016,0.9771853,0.95843625,0.94346756,0.8076831,0.9691432,0.98144114,0.97056186,0.98349774,0.98704827,0.9440758,0.2312871,0.0,0.2312871,0.0,0.2312871,0.600764,0.3093008,0.33631784,0.34480572,0.42349505,0.3674817,0.58546436,0.34778163,0.2312871,0.33686468,0.34562004,0.57374895,0.2312871,0.22236928,0.22538085,0.9771754,0.947448,0.9847539,0.46691725,0.7177023,0.96457237,0.93957824,0.95281535,0.977435,0.9984903,0.94049954,0.96064544,0.95460045,0.9710334,0.93490237,0.94222134,0.83619004,0.9534573,0.9150676,0.9857802,0.9280035,0.9540457,0.9341772,0.92743486,0.97073424,0.8852867,0.9327685,0.9274329,0.974471,0.6242087,0.951684,0.9531759
ssw__glc_glyc_glyc__1,0.6307535,0.9526092,0.9675082,0.9584484,0.9082707,0.9593516,0.9479149,0.96269107,0.95072556,0.9625247,0.56610465,0.94579554,0.98932195,0.94646895,0.968348,0.97524494,0.99993265,0.94959456,0.9888862,0.9357275,0.97796047,0.9812287,0.9506404,0.9789944,0.9952146,0.96336454,0.95868015,0.6615518,0.9793569,0.6330947,0.95935357,0.96931267,0.9424461,0.97285616,0.9579948,0.9426442,0.8567422,0.9691106,0.9783071,0.96902543,0.9822527,0.98437804,0.9410576,0.23121977,0.0,0.23121977,0.0,0.23121977,0.53421307,0.23508812,0.34807256,0.2350703,0.40686837,0.28328112,0.53355145,0.32128328,0.23121977,0.3486133,0.3191738,0.54732937,0.23121977,0.22230454,0.22531523,0.975443,0.9449478,0.9826786,0.39150783,0.64741534,0.94963616,0.94021183,0.9524765,0.97484875,0.9980094,0.9364188,0.9597121,0.9538749,0.96982765,0.9323464,0.9407684,0.8225311,0.9510841,0.86119485,0.9849188,0.92864245,0.9545939,0.93490154,0.928892,0.971943,0.87584823,0.9319126,0.92659837,0.973383,0.5668118,0.95049775,0.9521695
ssw__glc_xyl_glc__1,0.6370583,0.9575758,0.97343695,0.9618228,0.91035616,0.9598215,0.94750786,0.9642772,0.9539111,0.96322984,0.54494417,0.95262134,0.9897234,0.9461147,0.9665964,0.977048,0.9999324,0.95134944,0.9927024,0.9414961,0.9747108,0.9831492,0.95347786,0.9815573,0.9972197,0.9665885,0.96010774,0.67395365,0.9783954,0.66507614,0.96037203,0.9731508,0.9441989,0.9777634,0.9584184,0.94447714,0.7412099,0.96941054,0.982076,0.9696033,0.98604673,0.9891848,0.94524026,0.23199451,0.0,0.23199451,0.0,0.23199451,0.65930086,0.28570294,0.3613041,0.37057513,0.46410826,0.34945744,0.6317421,0.31110537,0.23199451,0.36184865,0.3089948,0.5379526,0.23199451,0.2230494,0.2260702,0.97928375,0.9491335,0.98730475,0.5438412,0.6620851,0.9663421,0.93922055,0.95370644,0.9764776,0.99888706,0.9430502,0.961161,0.95423704,0.9675722,0.9346258,0.93917483,0.7219762,0.9526531,0.7543404,0.98262453,0.8164315,0.95301485,0.9329862,0.9156206,0.9701121,0.86195797,0.9343813,0.9295222,0.96010375,0.54563975,0.9533149,0.95568186
ssw__glc_xyl_xyl__1,0.62094307,0.9495649,0.96492594,0.9566006,0.9060531,0.95702654,0.94780004,0.9590773,0.94970685,0.960008,0.56614614,0.94462335,0.98925716,0.94620085,0.9683945,0.9747341,0.99993294,0.9480012,0.9887208,0.93727803,0.97774327,0.9816437,0.94921196,0.9779049,0.9945004,0.9615836,0.9564862,0.72843486,0.98035204,0.6976083,0.9582866,0.96649754,0.9402339,0.9715219,0.9567189,0.94023585,0.95695555,0.96809083,0.9761539,0.9673336,0.9800444,0.98214847,0.9375442,0.23018889,0.0,0.23018889,0.0,0.23018889,0.42497835,0.24476512,0.39250326,0.24474737,0.42162418,0.31840742,0.5416296,0.32107538,0.23018889,0.39305145,0.31898123,0.54611367,0.23018889,0.2213134,0.22431068,0.97270507,0.9431168,0.9787016,0.29843807,0.712713,0.95641524,0.939668,0.9511286,0.9734327,0.99608976,0.933281,0.9593849,0.9523472,0.9681401,0.9303173,0.9407367,0.89777905,0.94938546,0.8899625,0.98372793,0.92711294,0.952645,0.93409145,0.92780507,0.9706405,0.9082005,0.92851496,0.9227511,0.96921086,0.5668521,0.94629943,0.94805443
pgi__glu4_delpgi__1,0.6013824,0.9567615,0.9615401,0.95083046,0.90752494,0.9583747,0.9563951,0.9550103,0.9522585,0.96041536,0.54683536,0.9419547,0.91007775,0.9536354,0.97825956,0.9756811,0.999933,0.95031244,0.99171907,0.9319206,0.9830915,0.97958523,0.95169914,0.9788781,0.996478,0.96552104,0.95498866,0.78290904,0.98764557,0.66696215,0.9636872,0.96761096,0.94278985,0.973085,0.9616682,0.941474,0.9644337,0.9733962,0.97176915,0.96636015,0.9741782,0.9774559,0.9308845,0.22994177,0.0,0.22994177,0.0,0.22994177,0.4753069,0.30229557,0.3932086,0.30227786,0.4382298,0.36600402,0.58669376,0.3116126,0.22994177,0.39377394,0.30957785,0.536496,0.22994177,0.22107582,0.22406988,0.9660351,0.9452658,0.9812024,0.33695772,0.95782906,0.9587135,0.9451713,0.95289874,0.97550976,0.9907637,0.93458766,0.9640319,0.9586052,0.9758387,0.93539333,0.9443991,0.9720883,0.9463945,0.9641619,0.98936516,0.9465836,0.9558081,0.942518,0.92701787,0.9679971,0.86951613,0.9263954,0.9202339,0.87043995,0.54752874,0.9449861,0.94640243
pgi__pgi_ale1__1,0.2146912,0.951313,0.959313,0.9508738,0.7946323,0.9559767,0.9535795,0.9487791,0.9519572,0.9587332,0.618389,0.93972105,0.45191625,0.9533394,0.97732365,0.9759259,0.9999336,0.9490836,0.9696888,0.9298607,0.9813256,0.9806833,0.9497806,0.9784364,0.9971147,0.9639552,0.9521388,0.8960863,0.9409802,0.8065776,0.9615131,0.96652234,0.9412516,0.9696634,0.9591998,0.93957466,0.95843256,0.97132856,0.9752368,0.96789664,0.9740889,0.9778644,0.930216,0.22788589,0.0,0.22788589,0.0,0.22788589,0.47643933,0.32861754,0.41461626,0.33992058,0.46341255,0.3511748,0.60722655,0.344434,0.22788589,0.415198,0.3423432,0.5671115,0.22788589,0.2190992,0.22206648,0.9670494,0.94450974,0.9786004,0.33858725,0.96432614,0.95393676,0.9416069,0.950907,0.97667557,0.9949029,0.92994857,0.96087277,0.95298016,0.9711353,0.92792803,0.9410993,0.96619046,0.9446913,0.95611924,0.9869244,0.93696463,0.95205873,0.9381691,0.92438877,0.9689762,0.9525527,0.92081434,0.91450304,0.96013486,0.61911714,0.9377533,0.93862784
pgi__pgi_ale2__1,0.6223507,0.9566676,0.9497196,0.9548747,0.9105963,0.9577837,0.9549934,0.9591729,0.9536438,0.9608134,0.50497305,0.9447921,0.9929412,0.9533232,0.9788671,0.9774977,0.9999327,0.9523456,0.99371696,0.93414944,0.9820314,0.9798328,0.95492214,0.97946274,0.9980369,0.9665404,0.95852184,0.7367996,0.9864503,0.66897213,0.9651631,0.9696295,0.9459656,0.9746322,0.96405685,0.94503546,0.96425873,0.9766151,0.9779192,0.9707278,0.9797378,0.9828863,0.937569,0.23100929,0.0,0.23100929,0.0,0.23100929,0.43765214,0.22194386,0.3565065,0.22192407,0.43694565,0.32453308,0.4993509,0.2903868,0.23100929,0.35706455,0.28838414,0.516429,0.23100929,0.22210217,0.22511013,0.97392774,0.9498898,0.98419636,0.30732834,0.913256,0.94209677,0.9473548,0.95600665,0.9798585,0.99638647,0.9360452,0.9661585,0.960006,0.97537434,0.9375334,0.94652957,0.97564346,0.9511543,0.96781486,0.99386734,0.9508753,0.9598081,0.9459834,0.9309218,0.9726711,0.8878645,0.93003327,0.92343557,0.8842134,0.5056459,0.9486668,0.94974136
pgi__pgi_ale3__1,0.21079819,0.95167273,0.9605785,0.9511142,0.7860653,0.9565299,0.95415896,0.94868463,0.9523114,0.95921135,0.64623165,0.94004065,0.4360936,0.9540144,0.97803646,0.9763061,0.9999336,0.9493213,0.9702361,0.93084,0.98177254,0.9811788,0.95031345,0.97866726,0.9977521,0.96432436,0.95279574,0.903117,0.9684003,0.8122669,0.9621116,0.9673437,0.9416597,0.97077125,0.9601703,0.9402965,0.9597172,0.9726227,0.9759682,0.96873033,0.97451323,0.9785403,0.9309005,0.22798468,0.0,0.22798468,0.0,0.22798468,0.47437456,0.33496475,0.4011679,0.35731694,0.47003886,0.34299943,0.59218603,0.3565631,0.22798468,0.4017538,0.354448,0.5792688,0.22798468,0.21919419,0.22216277,0.96764255,0.94597584,0.9792512,0.33678105,0.96474427,0.95456904,0.9415386,0.95140326,0.9782669,0.99541044,0.93056655,0.96209985,0.9534539,0.9719821,0.928928,0.9415679,0.965754,0.9450247,0.9569947,0.98741674,0.9376267,0.9516825,0.9375544,0.9234088,0.9678378,0.95264924,0.92122334,0.9152198,0.96091634,0.6469777,0.9385993,0.9391442
pgi__pgi_ale5__1,0.3585657,0.95318264,0.96169955,0.9517181,0.90582025,0.95710975,0.9539414,0.95021236,0.9535042,0.9598997,0.58152795,0.94171506,0.61487395,0.9553589,0.97923714,0.97733146,0.99993336,0.95082206,0.99467105,0.93245906,0.9828604,0.9815919,0.9518514,0.97966063,0.9983374,0.965807,0.9535728,0.86627674,0.98907745,0.7845155,0.9640111,0.9688714,0.9438933,0.9727123,0.9621407,0.9424209,0.9617211,0.97407687,0.97688836,0.9691969,0.976806,0.9801567,0.9326963,0.22887151,0.0,0.22887151,0.0,0.22887151,0.4465852,0.3164695,0.39454284,0.31644988,0.47174764,0.33122307,0.5625983,0.32799396,0.22887151,0.39512712,0.32592943,0.5517326,0.22887151,0.22004682,0.22302695,0.9688107,0.94752043,0.98136836,0.3141187,0.9684499,0.9560628,0.94480103,0.9537826,0.97845685,0.9970669,0.9318963,0.9644189,0.95669997,0.9754826,0.9311258,0.94314235,0.96828914,0.94620484,0.959039,0.9877697,0.9409406,0.95366496,0.9390643,0.92572045,0.9690067,0.9539493,0.92351866,0.9172016,0.9629504,0.58223766,0.9411798,0.9421954
pgi__pgi_ale6__1,0.27083817,0.9524283,0.96114564,0.95118403,0.87860084,0.95610225,0.95338297,0.950155,0.9522287,0.9586807,0.61068344,0.9413575,0.5329414,0.9538818,0.97799927,0.9762542,0.9999335,0.9492258,0.99331725,0.9330979,0.9816908,0.98164,0.9512134,0.9794313,0.99780697,0.96464354,0.95323426,0.91857034,0.9884225,0.80890125,0.9626207,0.9675408,0.9420774,0.9729324,0.96058416,0.94053584,0.9612982,0.9735526,0.97661227,0.96770316,0.97551477,0.9789735,0.93119246,0.22837049,0.0,0.22837049,0.0,0.22837049,0.46506706,0.3273092,0.4043528,0.36490956,0.47746423,0.34477714,0.60110533,0.34115598,0.22837049,0.40493774,0.33907056,0.5643305,0.22837049,0.21956511,0.22253871,0.96674854,0.9463422,0.97970325,0.3288488,0.96683264,0.9555858,0.942678,0.9520018,0.9769918,0.99469644,0.93185765,0.9642151,0.95478565,0.9731652,0.9299854,0.9421987,0.9665685,0.9456809,0.95798224,0.98722917,0.93942857,0.9517318,0.93819803,0.92396194,0.96692455,0.9532421,0.92197824,0.9161895,0.9612943,0.6114073,0.93960464,0.940708
pgi__pgi_ale7__1,0.14455804,0.95197415,0.96129215,0.9515132,0.7325595,0.85382646,0.9234478,0.949757,0.95389634,0.96222985,0.83860314,0.9406109,0.3563425,0.9524293,0.97630256,0.97779304,0.9990057,0.950638,0.9519625,0.93226963,0.98456573,0.98317486,0.94952255,0.9815984,0.9999336,0.9656699,0.9561936,0.9689029,0.9883281,0.8529982,0.9627807,0.97038555,0.9434297,0.97577125,0.96095425,0.9424471,0.95802796,0.97045976,0.9774981,0.9725636,0.97663856,0.9799594,0.93181837,0.22803724,0.0,0.22803724,0.0,0.22803724,0.49882403,0.34672755,0.39469284,0.3783287,0.499832,0.34598133,0.61227906,0.431078,0.22803724,0.39529842,0.42878267,0.6533447,0.22803724,0.21924472,0.22221397,0.9674085,0.94845796,0.9813503,0.3586886,0.9324278,0.9554494,0.94376767,0.9529802,0.9802759,0.99770665,0.93133193,0.9656914,0.95705706,0.9804615,0.9325255,0.9435274,0.9643591,0.9465768,0.9598974,0.9870759,0.9337562,0.9512983,0.9350611,0.92116416,0.9652616,0.9537987,0.92285,0.91748583,0.96313035,0.83945286,0.9418748,0.9392356
pgi__pgi_ale8__1,0.38994497,0.95266443,0.96263564,0.9518884,0.90499574,0.95522386,0.9527017,0.95073414,0.951565,0.95801455,0.66612315,0.94270116,0.604023,0.95375013,0.9781685,0.97647333,0.99993336,0.9490742,0.99386996,0.9342488,0.98126096,0.9807279,0.9522137,0.9793718,0.9978619,0.96428376,0.9559,0.9059364,0.9873068,0.8205447,0.9623338,0.9678289,0.9423582,0.97367287,0.9605191,0.94067085,0.96129906,0.97431564,0.9781665,0.96766233,0.97708476,0.98017526,0.9320872,0.22877015,0.0,0.22877015,0.0,0.22877015,0.43364322,0.30502948,0.39095032,0.33750626,0.47138193,0.34273094,0.5598524,0.36526403,0.22877015,0.3915304,0.36312398,0.58869,0.22877015,0.21994936,0.22292817,0.9679152,0.9474535,0.9795952,0.3045415,0.9642054,0.9559078,0.9434968,0.95215887,0.97782946,0.99491054,0.9324674,0.96439546,0.9547751,0.9725284,0.9317697,0.94187415,0.96710384,0.9473418,0.9603839,0.98872364,0.94091386,0.95226073,0.93863076,0.924262,0.966802,0.95435965,0.92294306,0.9168071,0.9410236,0.66688156,0.9421132,0.94242287
