,R_PFK,R_PFL,R_PGI,R_PGK,R_PGL,R_ACALD,R_AKGt2r,R_PGM,R_PIt2r,R_ALCD2x,R_ACALDt,R_ACKr,R_PPC,R_ACONTa,R_ACONTb,R_ATPM,R_PPCK,R_ACt2r,R_PPS,R_ADK1,R_AKGDH,R_ATPS4r,R_PTAr,R_PYK,R_BIOMASS_Ecoli_core_w_GAM,R_PYRt2,R_CO2t,R_RPE,R_CS,R_RPI,R_SUCCt2_2,R_CYTBD,R_D_LACt2,R_ENO,R_SUCCt3,R_ETOHt2r,R_SUCDi,R_SUCOAS,R_TALA,R_THD2,R_TKT1,R_TKT2,R_TPI,R_EX_ac_e,R_EX_acald_e,R_EX_akg_e,R_EX_co2_e,R_EX_etoh_e,R_EX_for_e,R_EX_fru_e,R_EX_fum_e,R_EX_glc__D_e,R_EX_gln__L_e,R_EX_glu__L_e,R_EX_h_e,R_EX_h2o_e,R_EX_lac__D_e,R_EX_mal__L_e,R_EX_nh4_e,R_EX_o2_e,R_EX_pi_e,R_EX_pyr_e,R_EX_succ_e,R_FBA,R_FBP,R_FORt2,R_FORt,R_FRD7,R_FRUpts2,R_FUM,R_FUMt2_2,R_G6PDH2r,R_GAPD,R_GLCpts,R_GLNS,R_GLNabc,R_GLUDy,R_GLUN,R_GLUSy,R_GLUt2r,R_GND,R_H2Ot,R_ICDHyr,R_ICL,R_LDH_D,R_MALS,R_MALt2_2,R_MDH,R_ME1,R_ME2,R_NADH16,R_NADTRHD,R_NH4t,R_O2t,R_PDH
omics__wt_glu__2_0,0.83316886,0.9872984,0.9933736,0.9834875,0.9726543,0.9795987,0.97718424,0.9909435,0.9792306,0.97995824,0.77142406,0.9826786,0.9895401,0.978719,0.9866607,0.98795,0.9980539,0.97965574,0.99163485,0.97881407,0.98895246,0.9888868,0.98309344,0.98768735,0.9949118,0.9850741,0.98744017,0.9288807,0.9873814,0.814686,0.9838798,0.9861422,0.97826964,0.9903248,0.9839403,0.9783699,0.9907154,0.9907776,0.9925664,0.9841805,0.9962564,0.9969668,0.97891605,0.2577382,0.0,0.2577382,0.0,0.2577382,0.4947882,0.22120634,0.25450274,0.22120117,0.46701038,0.3481544,0.49949273,0.40470213,0.2577382,0.25485706,0.40318808,0.65885574,0.2577382,0.32992908,0.3171152,0.994554,0.981232,0.9941029,0.35238537,0.8371492,0.9910282,0.9816226,0.98384696,0.9900292,0.99381775,0.9834408,0.98781174,0.98758364,0.9869061,0.98147744,0.97871727,0.99625814,0.9834633,0.99392664,0.997112,0.98155,0.98773056,0.97955894,0.9809192,0.9927479,0.9926338,0.98160183,0.9795486,0.9863997,0.79594046,0.99986863,0.99994123
omics__wt_gly__1_0,0.8290266,0.9877607,0.9937101,0.9837956,0.9731223,0.98015887,0.97756964,0.9912349,0.97957987,0.980368,0.8626263,0.9829037,0.9900924,0.97891265,0.98685324,0.98829824,0.99837697,0.97995836,0.9920957,0.97914255,0.98920745,0.9891677,0.98328394,0.98816687,0.9953677,0.98547393,0.9875602,0.9503981,0.9878195,0.8396722,0.9841897,0.986428,0.97854793,0.99040353,0.98426574,0.9786603,0.99083567,0.9909359,0.99267477,0.984366,0.9964376,0.99723274,0.9789628,0.25775823,0.0,0.25775823,0.0,0.25775823,0.5679358,0.29294646,0.38876942,0.29294127,0.43634215,0.37381297,0.6145475,0.44101766,0.25775823,0.38913068,0.43944475,0.69504064,0.25775823,0.32995474,0.31713986,0.9945743,0.981431,0.9943099,0.3971646,0.8571038,0.9912003,0.9818199,0.9840099,0.9902998,0.99413186,0.98353285,0.98775554,0.98779875,0.9872491,0.98169374,0.9788435,0.99636155,0.9837005,0.99390715,0.9973641,0.9815762,0.9880165,0.9798287,0.9810318,0.99298066,0.99289423,0.981915,0.9798719,0.9981868,0.8871775,0.99986863,0.99994123
omics__wt_gly__2_0,0.82852155,0.98779523,0.9938242,0.98384744,0.97315335,0.9802384,0.9776733,0.99120206,0.979604,0.98044753,0.87496394,0.9829192,0.9901304,0.97890395,0.98688954,0.9883086,0.9985377,0.9799601,0.9921268,0.9791114,0.9892627,0.98917973,0.98333406,0.9881876,0.9954161,0.98549813,0.98766214,0.9756648,0.98781425,0.84560925,0.9841827,0.98645914,0.9786499,0.99048305,0.98430026,0.9786966,0.99087536,0.9909687,0.9927093,0.98445755,0.99643934,0.997231,0.97897655,0.25775868,0.0,0.25775868,0.0,0.25775868,0.50573075,0.2998384,0.3990165,0.3047628,0.47710896,0.34952337,0.5918381,0.44570258,0.25775868,0.39937776,0.4441245,0.6997053,0.25775868,0.3299553,0.3171404,0.9945743,0.9814414,0.9943859,0.3580914,0.8375373,0.99123836,0.98194957,0.9840531,0.9903776,0.99418366,0.98355013,0.9878039,0.9877935,0.9873493,0.98170584,0.9789178,0.9964117,0.98374546,0.9939089,0.9973209,0.9815468,0.9880735,0.979884,0.9810957,0.9929772,0.9928925,0.98189425,0.9798685,0.99819547,0.8995186,0.99986,0.99994123
omics__wt_thr__1_0,0.8399664,0.9864666,0.9929724,0.9829847,0.9715491,0.97813433,0.97652215,0.9907692,0.9785698,0.97869074,0.4355435,0.9818616,0.9885229,0.9780324,0.9860035,0.98715776,0.9970348,0.9790398,0.9910371,0.9785024,0.9881652,0.98821527,0.98254067,0.98726666,0.99411803,0.9845624,0.98711115,0.7822628,0.98701954,0.67717326,0.98339254,0.98544884,0.9778216,0.9897169,0.98342884,0.9779115,0.9308072,0.9903977,0.99209976,0.9837001,0.99604124,0.9968672,0.9786165,0.25768253,0.0,0.25768253,0.0,0.25768253,0.6312751,0.24353395,0.25445816,0.25610143,0.47414103,0.3759115,0.6061367,0.22576359,0.25768253,0.25480375,0.22444342,0.4804066,0.25768253,0.32985783,0.3170467,0.9944014,0.98068655,0.9936048,0.44871405,0.7883089,0.9907001,0.98115486,0.98339945,0.98939896,0.9932419,0.9830366,0.9873945,0.98699707,0.98615384,0.9806485,0.9781032,0.9958598,0.9829882,0.87692237,0.99693286,0.98121357,0.9872459,0.9793681,0.9806468,0.9923641,0.92173535,0.9810961,0.9790104,0.76835096,0.45993546,0.99994123,0.9998082
omics__wt_thr__2_0,0.84083,0.98645806,0.99284804,0.9828829,0.9714405,0.9780015,0.97647744,0.99074167,0.9785095,0.9785786,0.42522562,0.9817771,0.9884072,0.977922,0.9859241,0.9870456,0.99701583,0.9789709,0.9909697,0.9785043,0.988091,0.9881204,0.98250973,0.987189,0.9940334,0.98449165,0.98713714,0.7927827,0.98691595,0.64857507,0.9833201,0.9853435,0.9778114,0.98962885,0.9833737,0.9778615,0.9057767,0.9903546,0.99208426,0.9836778,0.9960499,0.9968517,0.9786184,0.2576803,0.0,0.2576803,0.0,0.2576803,0.66810256,0.22469376,0.30731043,0.24184538,0.43876755,0.3607697,0.61112696,0.21798587,0.2576803,0.30765602,0.2166709,0.47264397,0.2576803,0.32985497,0.31704396,0.9943565,0.9806418,0.9935271,0.48414695,0.78001314,0.97590894,0.9810997,0.98332703,0.9894042,0.9931798,0.9830471,0.98727536,0.9869626,0.9861021,0.9806003,0.97810864,0.99582875,0.9830039,0.85481954,0.9968517,0.9811878,0.9871838,0.9793597,0.9805951,0.992302,0.89281535,0.9810686,0.95633477,0.7563904,0.44961217,0.99994123,0.9998013
omics__bw_ac__1_0,0.84008825,0.9870327,0.99306536,0.9830081,0.9717689,0.978987,0.97664547,0.9672518,0.9787312,0.97949326,0.49029356,0.9823929,0.9892861,0.97851,0.98663527,0.98752695,0.9972593,0.97925305,0.9910539,0.97855324,0.9882009,0.9883512,0.98275065,0.98759437,0.99437696,0.98468435,0.9871606,0.7301672,0.98656964,0.6571503,0.98358876,0.9856244,0.9776961,0.9902711,0.9838186,0.9778257,0.9912647,0.99032813,0.9917434,0.98368376,0.9956626,0.99651283,0.97814196,0.257695,0.0,0.257695,0.0,0.257695,0.5354751,0.23222359,0.5037965,0.23222013,0.50043374,0.25471237,0.7246582,0.2632541,0.257695,0.5041421,0.26191142,0.51783174,0.257695,0.32987377,0.31706205,0.99394494,0.9806286,0.9935768,0.37532315,0.998246,0.96854436,0.98144597,0.9830893,0.9895004,0.9939778,0.9830738,0.9878484,0.98724353,0.98656446,0.98095345,0.9787105,0.99635553,0.9831844,0.99416614,0.9974148,0.98092407,0.9876479,0.97924095,0.9806407,0.99234474,0.8770961,0.9810364,0.97378725,0.78379023,0.51470566,0.99994123,0.9999222
omics__bw_ac__2_0,0.8394703,0.98705035,0.99296874,0.9830397,0.9718284,0.9790497,0.97666854,0.94503915,0.97878706,0.97954565,0.4607251,0.982364,0.9893555,0.97845525,0.9865613,0.987567,0.99722135,0.9792899,0.991106,0.9785002,0.9882185,0.9883394,0.9827165,0.98765,0.99439263,0.98472965,0.9872024,0.71356463,0.9866149,0.6649732,0.9836151,0.9856593,0.97771394,0.9901988,0.983857,0.97786254,0.9912252,0.9902575,0.99160707,0.9837049,0.9956506,0.9965025,0.9781045,0.2576883,0.0,0.2576883,0.0,0.2576883,0.56844187,0.2254317,0.5152919,0.22542651,0.4832254,0.25470406,0.7491252,0.24370705,0.2576883,0.5156376,0.2423834,0.49832815,0.2576883,0.32986525,0.31705382,0.9938604,0.98063254,0.9935891,0.39751825,0.9982478,0.97828764,0.98148966,0.9830932,0.98945576,0.99401075,0.9831295,0.9878608,0.9872854,0.9865441,0.9808831,0.9787335,0.99639714,0.9831969,0.99418527,0.99741143,0.98092115,0.98770183,0.979302,0.9807103,0.9922931,0.92798895,0.98097986,0.96550214,0.7610208,0.4851245,0.99994123,0.9998929
omics__bw_fum__1_0,0.8223661,0.9883316,0.99379337,0.98446,0.9735331,0.9810188,0.97829485,0.9910037,0.9801909,0.98107237,0.72528917,0.98336077,0.99100196,0.9791694,0.9871252,0.9889815,0.9983649,0.98052794,0.9923467,0.97900176,0.98922694,0.98930126,0.9833884,0.9887049,0.99571186,0.98586,0.98768693,0.8756957,0.98788226,0.88988405,0.98419213,0.98677605,0.9787805,0.99027085,0.98475903,0.9788998,0.9915136,0.9907324,0.9922793,0.98469335,0.9964793,0.9972916,0.9787667,0.25774667,0.0,0.25774667,0.0,0.25774667,0.5668162,0.2409847,0.67946947,0.26528764,0.5074563,0.36574012,0.97903115,0.38504627,0.25774667,0.67985314,0.38355988,0.6392843,0.25774667,0.32993993,0.31712562,0.9945832,0.9811536,0.99459875,0.39637244,0.9984047,0.99128544,0.9822252,0.9836891,0.9904264,0.9942099,0.98363036,0.9884405,0.98796177,0.98757976,0.98148024,0.9794494,0.99698913,0.9837531,0.9940457,0.99736595,0.981304,0.98837656,0.9803326,0.98107064,0.99247974,0.992822,0.98164964,0.979624,0.99816275,0.7497891,0.99994123,0.99993604
omics__bw_fum__2_0,0.8210382,0.98839736,0.9938245,0.9844411,0.9732827,0.9810863,0.9783209,0.99108845,0.98028433,0.9811157,0.717458,0.98336434,0.991104,0.97924215,0.9871875,0.989068,0.99834937,0.9805488,0.99244523,0.9790019,0.9891855,0.9894707,0.9833194,0.98870504,0.9958,0.98592234,0.98772675,0.8450835,0.9880569,0.92963415,0.98415077,0.9868004,0.9787738,0.99041957,0.98474705,0.9789189,0.99160004,0.9907359,0.99226207,0.98472977,0.9964862,0.9973556,0.9788187,0.25774488,0.0,0.25774488,0.0,0.25774488,0.52549535,0.2771788,0.6962283,0.2771736,0.54839814,0.43005586,0.9790641,0.3816076,0.25774488,0.69661546,0.3801264,0.63585943,0.25774488,0.32993764,0.3171234,0.9945608,0.98122114,0.99464375,0.3692756,0.9984548,0.9912838,0.98232037,0.9836633,0.99046105,0.9942497,0.9836512,0.98860306,0.987967,0.9875712,0.98143375,0.97944266,0.99692005,0.98378605,0.994063,0.9974351,0.9813024,0.98844403,0.9803535,0.9810431,0.992485,0.9927719,0.9816359,0.97968286,0.9981887,0.7419544,0.99994123,0.99991184
omics__bw_glc__1_0,0.8315016,0.9874022,0.99372095,0.98380554,0.9727183,0.97982,0.9772379,0.99106455,0.97926,0.9801328,0.7055979,0.98267865,0.9897769,0.97879684,0.9867333,0.9880711,0.998244,0.9797474,0.991825,0.9787882,0.9889629,0.988835,0.983014,0.9880158,0.99510366,0.98525214,0.9875007,0.88229376,0.98759925,0.8574784,0.98394036,0.9862511,0.97838897,0.9902159,0.9840458,0.97846156,0.99066526,0.99068946,0.99230546,0.98416156,0.99656063,0.99744207,0.9787035,0.2577373,0.0,0.2577373,0.0,0.2577373,0.5476976,0.27212393,0.39049903,0.36440986,0.49775404,0.41842192,0.6297121,0.37634745,0.2577373,0.39085677,0.374868,0.63060564,0.2577373,0.32992795,0.3171141,0.99446934,0.98114043,0.9941306,0.38319337,0.8330433,0.9912183,0.9816883,0.9838211,0.99011743,0.99386615,0.98327667,0.98790514,0.9875595,0.987022,0.9813738,0.97871387,0.99620116,0.9835515,0.9938575,0.9972209,0.9814481,0.98777723,0.97974396,0.98093826,0.99282223,0.9927669,0.9816572,0.97965753,0.9979934,0.7300901,0.9999222,0.99994123
omics__bw_glc__2_0,0.82846445,0.9876013,0.99382484,0.9837887,0.9729662,0.98005563,0.97752714,0.99101985,0.9795043,0.98030967,0.75155586,0.9827431,0.9899639,0.9789167,0.986808,0.98825806,0.99826825,0.97992426,0.9920119,0.97878015,0.98900986,0.98897874,0.9829989,0.9881682,0.995268,0.9854375,0.98743194,0.948034,0.98774993,0.9616287,0.9840583,0.9863552,0.9784829,0.99032855,0.9841707,0.97859347,0.990688,0.99062234,0.9923109,0.9842536,0.9964795,0.9973574,0.97870237,0.2577302,0.0,0.2577302,0.0,0.2577302,0.5931847,0.31256515,0.43343776,0.37336957,0.5103014,0.4420671,0.7262002,0.39635575,0.2577302,0.43380073,0.3948504,0.65053254,0.2577302,0.32991883,0.31710532,0.99444705,0.98123085,0.99423444,0.4162932,0.8489429,0.9911702,0.9817839,0.9838941,0.9901211,0.9939631,0.98326504,0.98806447,0.9876739,0.9870569,0.98145896,0.9787162,0.9962479,0.98349833,0.9938231,0.9972676,0.98146933,0.9878554,0.9797998,0.9810044,0.9928587,0.9927464,0.981599,0.9795665,0.9978984,0.7760647,0.9998548,0.99994123
omics__bw_pyr__1_0,0.8242952,0.98860836,0.99400336,0.9846584,0.97370064,0.9810093,0.97799975,0.9912255,0.9801657,0.9810508,0.88526917,0.98328763,0.9911892,0.9794656,0.9873637,0.988999,0.9985877,0.9803593,0.99229896,0.97912854,0.989521,0.9892652,0.9834501,0.9886654,0.9957424,0.98574746,0.9878996,0.9060957,0.9876507,0.91231006,0.9842574,0.98669475,0.97855806,0.9905755,0.9844821,0.9787119,0.99126005,0.9908262,0.9924424,0.98472583,0.99660325,0.99743646,0.9789678,0.25778186,0.0,0.25778186,0.0,0.25778186,0.56782365,0.18706018,0.5184367,0.27036455,0.5402883,0.2844788,0.7471776,0.44959056,0.25778186,0.51879627,0.4480054,0.70359886,0.25778186,0.329985,0.31716892,0.99476916,0.981234,0.99441135,0.39708346,0.95890874,0.9916559,0.9821381,0.9839168,0.9904562,0.9942212,0.983941,0.9884458,0.98787194,0.9875712,0.98168343,0.97937745,0.9968055,0.98408103,0.9939342,0.9974278,0.9815244,0.98841643,0.9804665,0.98137575,0.9928763,0.9931685,0.9819738,0.9800257,0.9986154,0.9098312,0.99994123,0.9998721
omics__bw_pyr__2_0,0.8199922,0.9888779,0.99405515,0.98464096,0.9734116,0.9813945,0.97838324,0.9912098,0.9803902,0.9813945,0.89879614,0.9833306,0.9913619,0.9795518,0.98743963,0.989234,0.9987502,0.98064256,0.99250805,0.9790989,0.98958313,0.98962116,0.98347235,0.9889038,0.9960034,0.9860567,0.98791325,0.93578756,0.98790634,0.9643725,0.98439026,0.98680174,0.97869265,0.99064285,0.9846617,0.97892946,0.9913481,0.9907915,0.99256855,0.9848743,0.9966758,0.99750555,0.97889835,0.25778496,0.0,0.25778496,0.0,0.25778496,0.61134064,0.25001124,0.57726204,0.2786204,0.551576,0.4105458,0.85870355,0.45463157,0.25778496,0.5776302,0.45303777,0.7086204,0.25778496,0.32998896,0.31717277,0.99472934,0.9813513,0.99459624,0.43119973,0.9868778,0.9916852,0.98227096,0.9839944,0.9905391,0.9943888,0.98402727,0.9886877,0.9880464,0.9876419,0.98173165,0.9795172,0.9968919,0.98417246,0.99389267,0.99743986,0.98153454,0.9884699,0.9806443,0.9813928,0.9928451,0.9932306,0.9820238,0.9800808,0.9986257,0.923362,0.99994123,0.9998669
ompr__wt_nacl__1_0,0.828102,0.9852386,0.9913755,0.98088586,0.9696584,0.9766297,0.9742542,0.9884295,0.9765607,0.9769434,0.5190159,0.97968775,0.98681766,0.976228,0.98443186,0.9851559,0.9952163,0.97693133,0.98897076,0.97616076,0.98634017,0.9862367,0.9804618,0.98504555,0.9921909,0.9824787,0.98525757,0.9999414,0.9849869,0.962744,0.9813737,0.98335785,0.97561777,0.98722273,0.98143923,0.9756781,0.9886415,0.9887018,0.990124,0.981684,0.99370104,0.994082,0.9762728,0.2570704,0.0,0.2570704,0.0,0.2570704,0.63350075,0.2250325,0.25384852,0.25815815,0.42015433,0.3605157,0.57999563,0.2810148,0.2570704,0.25419846,0.27966675,0.534934,0.2570704,0.32907426,0.31629357,0.9916376,0.97860175,0.99131346,0.45105448,0.9955369,0.9889139,0.979093,0.9811324,0.9872486,0.9912083,0.9812944,0.9853558,0.9849335,0.984356,0.9788276,0.97629005,0.9938355,0.9811634,0.99195474,0.99522316,0.9787621,0.9853248,0.9767107,0.9782742,0.99067736,0.99019295,0.97912925,0.97715545,0.9784793,0.5433792,0.9974935,0.99714875
ompr__wt_nacl__2_0,0.82874984,0.98520565,0.99136853,0.98090804,0.9695425,0.9765484,0.97420216,0.9883845,0.97648627,0.97685695,0.45097372,0.97969615,0.98673993,0.9762001,0.9844144,0.9851005,0.9952059,0.9768845,0.98895854,0.9761467,0.98634344,0.98620206,0.9805012,0.9850643,0.9921339,0.9824578,0.9853022,0.9999414,0.9849419,0.99491453,0.98133385,0.98335594,0.9756226,0.9872916,0.98142004,0.9756726,0.9886241,0.98874825,0.99009633,0.9816941,0.9937113,0.9941026,0.97626734,0.25707352,0.0,0.25707352,0.0,0.25707352,0.66203517,0.21566765,0.28544855,0.24269807,0.4467416,0.3788432,0.613851,0.23710065,0.25707352,0.28579506,0.23579049,0.4911332,0.25707352,0.32907823,0.31629738,0.9916754,0.9785722,0.9912927,0.47847307,0.98671234,0.98891544,0.97916174,0.9811235,0.98727435,0.99123925,0.98132175,0.98531085,0.9848816,0.9842472,0.9786963,0.97632253,0.99382854,0.98124766,0.99203223,0.9952455,0.9787894,0.9853815,0.9767242,0.9782843,0.99071,0.9902118,0.97915316,0.97717065,0.9743659,0.47531146,0.9975624,0.9971418
ompr__bw_delompr_nacl__1_0,0.83065057,0.9851223,0.99142754,0.98102576,0.96964806,0.9765171,0.97438776,0.98873615,0.97655845,0.9768826,0.42960986,0.9800033,0.9870361,0.9760912,0.98412573,0.9852361,0.9952724,0.97692055,0.98905855,0.97638774,0.98627406,0.9862499,0.98057055,0.98513955,0.99221545,0.98246884,0.9853844,0.9999414,0.98508954,0.958267,0.981455,0.98337746,0.97562224,0.98747575,0.9815137,0.9756964,0.9888465,0.9885551,0.9903206,0.9817171,0.9939741,0.9944517,0.9764619,0.25711384,0.0,0.25711384,0.0,0.25711384,0.64262855,0.2366706,0.2538983,0.2666708,0.45928076,0.39501825,0.625325,0.22153601,0.25711384,0.2542414,0.22023427,0.4756395,0.25711384,0.32912984,0.316347,0.99184996,0.97866535,0.9913379,0.45953247,0.9956155,0.9889499,0.97907746,0.9811585,0.98736024,0.99117583,0.98131365,0.9853292,0.98483956,0.9842568,0.978724,0.97639465,0.99381894,0.9811757,0.9920603,0.99531376,0.9789533,0.985362,0.97688603,0.9784102,0.990862,0.9901775,0.9791774,0.97714466,0.9201184,0.4539445,0.99773794,0.99743444
ompr__bw_delompr_nacl__2_0,0.83105576,0.98512405,0.99148095,0.98095334,0.9695843,0.976524,0.97428775,0.988712,0.9765688,0.97688776,0.4143494,0.97999126,0.9869913,0.9760326,0.9840757,0.98522234,0.995212,0.97691363,0.9890499,0.9764119,0.9862913,0.98628956,0.9805602,0.98514473,0.9922034,0.98247576,0.98537576,0.9999414,0.9850706,0.965536,0.9814516,0.9834085,0.9756274,0.9874241,0.9815292,0.9757016,0.9888758,0.98857576,0.9903051,0.98168266,0.99395686,0.9944603,0.97646016,0.25711384,0.0,0.25711384,0.0,0.25711384,0.64103544,0.22937055,0.31936255,0.25070518,0.43275127,0.42271844,0.6268336,0.20973076,0.25711384,0.31970736,0.20843765,0.46385664,0.25711384,0.32912984,0.316347,0.9919103,0.97855157,0.9913379,0.45802903,0.9955793,0.98898095,0.97907746,0.98114127,0.9872861,0.99115855,0.9813792,0.98525333,0.98483956,0.9842395,0.97869295,0.97629637,0.9937327,0.98116714,0.99201894,0.9954138,0.97886366,0.9853085,0.9769343,0.9783895,0.99086547,0.99012405,0.9791395,0.97716534,0.9112546,0.4386789,0.99775,0.9974431
minspan__wt_ade__1_0,0.8277959,0.9878024,0.99354863,0.9838466,0.97307473,0.97996503,0.97694933,0.9911914,0.97942066,0.9800705,0.5890512,0.9826161,0.9900698,0.97895753,0.9870126,0.98816013,0.99847573,0.97978705,0.99205893,0.9786309,0.98916423,0.9887391,0.98293585,0.98800635,0.9952544,0.98530865,0.98801154,0.98470724,0.98763305,0.9734705,0.9839693,0.98625743,0.97841835,0.9900024,0.98404187,0.9784615,0.99050874,0.99074554,0.99229056,0.984524,0.996414,0.99731785,0.9788037,0.2577168,0.0,0.2577168,0.0,0.2577168,0.6534316,0.2852504,0.29255545,0.34501478,0.44537959,0.44329712,0.6693102,0.3200804,0.2577168,0.29291147,0.31867364,0.5745119,0.2577168,0.32990173,0.3170889,0.9943592,0.9810659,0.9941,0.46954837,0.8519111,0.99136597,0.98166907,0.9839001,0.9901597,0.99393404,0.983558,0.98799944,0.9876607,0.9868968,0.9811471,0.9790733,0.99627054,0.9836167,0.99395996,0.9968823,0.98146164,0.98777306,0.9798268,0.9810521,0.99284184,0.9927502,0.98167944,0.9796212,0.99830294,0.61349994,0.99994123,0.9996872
minspan__wt_glc__1_0,0.8271359,0.98804766,0.9937654,0.9839408,0.9731828,0.9801572,0.9776284,0.99135077,0.9797285,0.98032486,0.77653503,0.9829158,0.9902791,0.9791063,0.98708314,0.98840374,0.9985239,0.9800068,0.9922392,0.9790164,0.9891815,0.989,0.9831371,0.9883121,0.99547833,0.9855379,0.9877538,0.9477709,0.9880805,0.9274303,0.9842571,0.9865335,0.9786638,0.99035686,0.984385,0.9787053,0.99086505,0.9908149,0.9926471,0.9845164,0.9966502,0.9975473,0.9788816,0.25775778,0.0,0.25775778,0.0,0.25775778,0.6511364,0.3280477,0.42756596,0.39505002,0.4905133,0.35141656,0.7280515,0.40682954,0.25775778,0.42793065,0.4053102,0.6609938,0.25775778,0.32995418,0.31713933,0.99444646,0.9814138,0.99431336,0.46729997,0.93906283,0.99137497,0.9818857,0.98400646,0.9903396,0.99410594,0.9834344,0.988179,0.98783505,0.9872335,0.98161256,0.9788643,0.9964324,0.983666,0.9939901,0.9972863,0.98157454,0.98796296,0.97984433,0.9810041,0.9931535,0.9930084,0.9818321,0.9797527,0.99824905,0.8010551,0.99994123,0.9999274
minspan__wt_glc__2_0,0.8292744,0.9878042,0.9937258,0.9838064,0.97303134,0.9799658,0.9774371,0.99131984,0.97951293,0.9801766,0.7493,0.9827555,0.9900736,0.9789633,0.98695034,0.9882553,0.9983442,0.9799036,0.99211836,0.9789322,0.9891005,0.98889136,0.98297495,0.98818445,0.9953298,0.985438,0.98767287,0.9244918,0.9879684,0.89427024,0.9840829,0.98638344,0.9784793,0.9902949,0.98423326,0.97858304,0.9908341,0.9907252,0.992528,0.98437846,0.996557,0.99742985,0.97891146,0.257752,0.0,0.257752,0.0,0.257752,0.6739543,0.32042485,0.46582377,0.40467885,0.48748964,0.2547739,0.7490753,0.3954041,0.257752,0.46618673,0.39390036,0.6496042,0.257752,0.32994676,0.3171322,0.994431,0.98130876,0.99416655,0.4901082,0.9234219,0.99133885,0.9817841,0.983815,0.990224,0.99394876,0.98333967,0.9881101,0.9876919,0.98711973,0.981511,0.9787749,0.99637204,0.9835955,0.993928,0.99726045,0.981511,0.9878595,0.97981024,0.98085076,0.9930984,0.9929186,0.98179793,0.9797238,0.9982042,0.77380913,0.99994123,0.99992394
minspan__wt_glc__3_0,0.8317444,0.98758346,0.9936137,0.9835875,0.9727196,0.97965896,0.9771407,0.99125624,0.9792822,0.97994584,0.702026,0.9826093,0.98982173,0.9787913,0.98679537,0.9879983,0.99823016,0.9797264,0.991913,0.97888464,0.98894197,0.9886965,0.9829826,0.98797065,0.9951208,0.9852571,0.98763704,0.8910201,0.9877632,0.8191222,0.98397124,0.9862371,0.97840416,0.9902054,0.9840939,0.9784612,0.9905787,0.99065477,0.9924229,0.9842443,0.9965312,0.9974126,0.978895,0.2577413,0.0,0.2577413,0.0,0.2577413,0.68812305,0.30192503,0.4122461,0.38813898,0.48174682,0.35609868,0.6873332,0.37474766,0.2577413,0.4126056,0.37327164,0.6290167,0.2577413,0.32993308,0.31711903,0.99436903,0.98121274,0.9940285,0.5050537,0.8264798,0.9912614,0.98171914,0.9837552,0.99010515,0.9938263,0.9832868,0.98798275,0.9875627,0.9869699,0.98139596,0.97871184,0.9962063,0.9835564,0.99391615,0.99721736,0.9814841,0.98778397,0.9796918,0.98081523,0.99297595,0.99282557,0.98173815,0.9797264,0.99813336,0.7265168,0.99994123,0.9998963
minspan__wt_glc__4_0,0.8302458,0.98782665,0.99374825,0.98379946,0.97294146,0.97987765,0.97729534,0.9913302,0.97951466,0.9801282,0.7512531,0.98279697,0.98999584,0.9790393,0.9870454,0.9882069,0.99843407,0.97985864,0.99204403,0.9789391,0.98902273,0.98881185,0.98305964,0.9881257,0.99527794,0.9853585,0.98761064,0.86122614,0.98783875,0.82498616,0.98411226,0.98628837,0.97848624,0.9902655,0.9841935,0.97852945,0.99075633,0.9907235,0.99250555,0.98429894,0.9965466,0.9974506,0.9788821,0.257752,0.0,0.257752,0.0,0.257752,0.698135,0.31823492,0.3832809,0.41218197,0.47872132,0.358134,0.70272225,0.39623377,0.257752,0.3836404,0.3947283,0.6504321,0.257752,0.32994676,0.3171322,0.99448633,0.9812794,0.99408877,0.5159586,0.8989629,0.99126625,0.98165965,0.9838548,0.990205,0.9938969,0.98321176,0.9880289,0.9876573,0.9870627,0.98151964,0.9787127,0.99625623,0.9835834,0.9939038,0.99717575,0.9814868,0.9877714,0.9796979,0.9808421,0.99303097,0.9929013,0.98181176,0.9797065,0.99817306,0.775764,0.9999395,0.99994123
minspan__wt_glc_anaero__1_0,0.84348947,0.98631155,0.9931653,0.98281556,0.9711543,0.9776018,0.976031,0.99128854,0.9781099,0.9782724,0.6505364,0.9816612,0.98814684,0.9781773,0.98599017,0.9870408,0.9969585,0.9787303,0.991076,0.978281,0.987917,0.9879516,0.9818876,0.9870287,0.99391705,0.98428106,0.98665375,0.7619638,0.9871497,0.6656765,0.98296076,0.9853853,0.97756386,0.9894809,0.9830247,0.9776364,0.7502022,0.99012727,0.99235135,0.9832442,0.9963831,0.9972229,0.97861797,0.2577057,0.0,0.2577057,0.0,0.2577057,0.7854489,0.29038268,0.3402959,0.36092275,0.4096436,0.42482683,0.7369147,0.35089275,0.2577057,0.34063464,0.3494325,0.60519576,0.2577057,0.32988748,0.3170752,0.9942609,0.98069173,0.993129,0.6237592,0.79801404,0.99077183,0.9808455,0.98295903,0.9890385,0.9927142,0.98279315,0.9873208,0.9867885,0.9858588,0.9808455,0.9776502,0.80388445,0.98265487,0.95587593,0.99704665,0.98119634,0.98676085,0.9790932,0.9331961,0.8889684,0.85190886,0.9811825,0.97911566,0.8015982,0.67500657,0.9998462,0.99994123
